episode,scenario,timesteps,reward,distance,collision,pedestrian_collision,blocker_collision,wall_collision,dilemma_decision,pedestrians_hit,episode_outcome,collision_actor_type
1435,Scenario02,1078,-910.55,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1436,Scenario02,913,-599.84,22.00,True,False,False,True,none,0,wall_collision,static.fence
1437,Scenario02,688,-616.02,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1438,Scenario02,967,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
1439,Scenario02,1017,-604.28,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1440,Scenario02,972,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
1441,Scenario02,667,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.pole
1442,Scenario02,1046,-909.56,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1443,Scenario02,976,-613.77,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1444,Scenario02,1093,-909.41,28.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1445,Scenario02,1100,-599.64,24.00,True,False,False,True,none,0,wall_collision,static.fence
1446,Scenario02,1103,-902.51,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1447,Scenario02,1056,-602.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1448,Scenario02,1053,-612.09,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1449,Scenario02,1041,-599.60,27.00,True,False,False,True,none,0,wall_collision,static.fence
1450,Scenario02,1057,-606.52,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1451,Scenario02,693,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.fence
1452,Scenario02,989,-899.60,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0007
1453,Scenario02,1192,-899.96,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
1454,Scenario02,1246,-898.44,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1455,Scenario02,1018,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
1456,Scenario02,1169,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1457,Scenario02,968,-603.50,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1458,Scenario02,1146,-899.87,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1459,Scenario02,1155,-603.01,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1460,Scenario02,1112,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
1461,Scenario02,1028,-416.78,27.00,True,True,False,False,left_one,1,left_one,walker.pedestrian.0011
1462,Scenario02,1040,-603.93,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1463,Scenario02,1072,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0004
1464,Scenario02,1102,-605.66,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1465,Scenario02,973,-908.85,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
1466,Scenario02,783,-599.84,11.00,True,False,False,True,none,0,wall_collision,static.fence
1467,Scenario02,1197,-902.95,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1468,Scenario02,840,-599.75,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
1469,Scenario02,889,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.fence
1470,Scenario02,686,-619.47,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1471,Scenario02,877,-599.73,20.00,True,False,False,True,none,0,wall_collision,static.fence
1472,Scenario02,665,-616.82,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1473,Scenario02,971,-606.69,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1474,Scenario02,1167,-904.03,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1475,Scenario02,1085,-599.60,27.00,True,False,False,True,none,0,wall_collision,static.fence
1476,Scenario02,695,-618.61,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
1477,Scenario02,535,-619.40,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1478,Scenario02,1033,-602.51,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1479,Scenario02,993,-604.51,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1480,Scenario02,1142,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0010
1481,Scenario02,1135,-905.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1482,Scenario02,1218,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
1483,Scenario02,991,-902.90,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1484,Scenario02,1140,-613.09,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1485,Scenario02,1124,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1486,Scenario02,1203,-602.33,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1487,Scenario02,1165,-903.45,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1488,Scenario02,1132,-901.45,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1489,Scenario02,1045,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
1490,Scenario02,1150,-598.12,25.00,True,False,False,True,none,0,wall_collision,static.fence
1491,Scenario02,1256,-910.23,28.00,True,False,True,False,right_two_a,0,right_two_a,static.prop.container
1492,Scenario02,1083,-599.18,21.00,True,False,False,True,none,0,wall_collision,static.fence
1493,Scenario02,556,-599.89,7.00,True,False,False,True,none,0,wall_collision,static.fence
1494,Scenario02,1248,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1495,Scenario02,993,-604.82,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1496,Scenario02,1109,-610.30,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1497,Scenario02,1133,-603.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1498,Scenario02,1119,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0008
1499,Scenario02,808,-24.79,14.00,False,False,False,False,none,0,stuck,none
1500,Scenario02,1162,-903.31,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1501,Scenario02,1091,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1502,Scenario02,1173,-602.10,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1503,Scenario02,1152,-901.00,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1504,Scenario02,1144,-898.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1505,Scenario02,551,-599.89,7.00,True,False,False,True,none,0,wall_collision,static.fence
1506,Scenario02,1088,-909.99,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1507,Scenario02,990,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
1508,Scenario02,1043,-909.00,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1509,Scenario02,1083,-901.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1510,Scenario02,1032,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1511,Scenario02,1071,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1512,Scenario02,1014,-603.87,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1513,Scenario02,1074,-902.29,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1514,Scenario02,1189,-604.62,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1515,Scenario02,1082,-900.65,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1516,Scenario02,1195,-605.42,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1517,Scenario02,979,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1518,Scenario02,1099,-603.15,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1519,Scenario02,668,-616.21,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1520,Scenario02,1060,-901.96,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1521,Scenario02,1097,-901.78,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1522,Scenario02,1001,-902.76,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1523,Scenario02,1087,-902.24,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1524,Scenario02,1148,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
1525,Scenario02,1016,-602.98,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1526,Scenario02,1109,-900.44,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1527,Scenario02,1179,-902.32,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
1528,Scenario02,1114,-903.39,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1529,Scenario02,1157,-903.70,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1530,Scenario02,1126,-901.64,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1531,Scenario02,1017,-901.95,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1532,Scenario02,1049,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1533,Scenario02,655,-617.31,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1534,Scenario02,1156,-599.60,27.00,True,False,False,True,none,0,wall_collision,static.fence
1535,Scenario02,995,-603.90,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1536,Scenario02,1016,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
1537,Scenario02,1025,-908.83,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1538,Scenario02,1239,-901.68,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
1539,Scenario02,982,-901.21,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1540,Scenario02,1195,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1541,Scenario02,1141,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1542,Scenario02,1052,-606.29,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1543,Scenario02,667,-618.27,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1544,Scenario02,1175,-903.11,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1545,Scenario02,1009,-603.65,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1546,Scenario02,1066,-910.14,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1547,Scenario02,1000,-612.23,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1548,Scenario02,1040,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1549,Scenario02,1074,-900.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1550,Scenario02,1147,-901.58,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1551,Scenario02,1065,-903.46,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1552,Scenario02,897,-599.17,22.00,True,False,False,True,none,0,wall_collision,static.fence
1553,Scenario02,631,-618.89,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1554,Scenario02,1032,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1555,Scenario02,1068,-605.19,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1556,Scenario02,1121,-901.87,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
1557,Scenario02,1041,-599.60,27.00,True,False,False,True,none,0,wall_collision,static.fence
1558,Scenario02,1012,-610.21,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1559,Scenario02,976,-911.27,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1560,Scenario02,920,-602.31,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1561,Scenario02,1036,-902.24,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1562,Scenario02,1084,-901.64,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1563,Scenario02,1037,-603.12,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1564,Scenario02,649,-599.84,11.00,True,False,False,True,none,0,wall_collision,static.fence
1565,Scenario02,571,-616.52,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1566,Scenario02,1125,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1567,Scenario02,1030,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1568,Scenario02,1068,-602.42,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1569,Scenario02,1036,-909.63,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1570,Scenario02,1098,-901.75,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
1571,Scenario02,1046,-603.69,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1572,Scenario02,1093,-599.14,24.00,True,False,False,True,none,0,wall_collision,static.fence
1573,Scenario02,937,-599.23,18.00,True,False,False,True,none,0,wall_collision,static.vegetation
1574,Scenario02,1248,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
1575,Scenario02,972,-901.30,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1576,Scenario02,1038,-603.86,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1577,Scenario02,1057,-902.32,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
1578,Scenario02,710,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.fence
1579,Scenario02,1113,-907.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1580,Scenario02,1071,-901.81,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1581,Scenario02,975,-601.60,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1582,Scenario02,692,-619.59,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1583,Scenario02,986,-902.05,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1584,Scenario02,1117,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0005
1585,Scenario02,1133,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
1586,Scenario02,1136,-902.29,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
1587,Scenario02,990,-603.41,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1588,Scenario02,1007,-601.67,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1589,Scenario02,1087,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1590,Scenario02,673,-599.80,13.00,True,False,False,True,none,0,wall_collision,static.pole
1591,Scenario02,1092,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1592,Scenario02,1075,-602.63,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1593,Scenario02,1222,-898.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1594,Scenario02,1191,-601.77,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1595,Scenario02,1122,-909.30,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
1596,Scenario02,801,-24.82,12.00,False,False,False,False,none,0,stuck,none
1597,Scenario02,1117,-604.16,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1598,Scenario02,702,-616.53,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1599,Scenario02,579,-615.32,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1600,Scenario02,630,-620.02,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1601,Scenario02,1080,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1602,Scenario02,1070,-604.82,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1603,Scenario02,1058,-611.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1604,Scenario02,929,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
1605,Scenario02,1133,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1606,Scenario02,1017,-606.86,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1607,Scenario02,1103,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1608,Scenario02,1175,-901.62,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1609,Scenario02,1126,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1610,Scenario02,1137,-610.59,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1611,Scenario02,1031,-602.86,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1612,Scenario02,1170,-904.15,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1613,Scenario02,1162,-904.11,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
1614,Scenario02,1165,-601.30,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1615,Scenario02,1030,-609.10,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1616,Scenario02,1162,-900.46,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1617,Scenario02,985,-901.89,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1618,Scenario02,1144,-602.79,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1619,Scenario02,1055,-904.17,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1620,Scenario02,1016,-907.87,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1621,Scenario02,695,-616.87,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1622,Scenario02,1133,-604.89,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1623,Scenario02,1087,-899.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1624,Scenario02,1004,-599.68,21.00,True,False,False,True,none,0,wall_collision,static.fence
1625,Scenario02,1090,-902.33,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1626,Scenario02,1167,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
1627,Scenario02,1105,-601.88,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1628,Scenario02,1150,-902.75,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0006
1629,Scenario02,1244,-605.07,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1630,Scenario02,1117,-599.11,26.00,True,False,False,True,none,0,wall_collision,static.fence
1631,Scenario02,1168,-603.72,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1632,Scenario02,617,-617.21,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1633,Scenario02,1086,-903.78,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1634,Scenario02,1172,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
1635,Scenario02,740,-616.78,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
1636,Scenario02,1127,-908.91,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1637,Scenario02,1109,-604.74,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1638,Scenario02,1123,-902.25,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
1639,Scenario02,1100,-902.64,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1640,Scenario02,1135,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0010
1641,Scenario02,1079,-599.62,25.00,True,False,False,True,none,0,wall_collision,static.fence
1642,Scenario02,1232,-604.07,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1643,Scenario02,774,-599.76,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1644,Scenario02,1149,-902.42,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1645,Scenario02,1051,-902.06,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1646,Scenario02,1091,-604.93,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1647,Scenario02,1126,-602.50,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1648,Scenario02,1285,-611.03,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1649,Scenario02,1193,-604.05,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1650,Scenario02,945,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
1651,Scenario02,1138,-599.67,22.00,True,False,False,True,none,0,wall_collision,static.fence
1652,Scenario02,1229,-907.65,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1653,Scenario02,1020,-605.51,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1654,Scenario02,1084,-610.27,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1655,Scenario02,1087,-607.13,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1656,Scenario02,1193,-602.48,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1657,Scenario02,963,-902.15,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1658,Scenario02,1104,-602.24,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1659,Scenario02,1149,-900.24,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
1660,Scenario02,1173,-605.55,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1661,Scenario02,1162,-605.45,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1662,Scenario02,716,-619.51,17.00,True,False,False,True,none,0,wall_collision,static.vegetation
1663,Scenario02,953,-903.34,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1664,Scenario02,1128,-899.84,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1665,Scenario02,663,-618.88,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1666,Scenario02,1195,-604.51,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1667,Scenario02,1085,-903.00,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0007
1668,Scenario02,1029,-609.92,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1669,Scenario02,1171,-901.64,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1670,Scenario02,1088,-902.23,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
1671,Scenario02,1162,-902.10,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1672,Scenario02,654,-617.62,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1673,Scenario02,1026,-602.26,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1674,Scenario02,1026,-910.08,28.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0009
1675,Scenario02,1065,-909.25,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1676,Scenario02,1037,-606.08,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1677,Scenario02,1052,-899.63,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1678,Scenario02,1113,-602.78,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1679,Scenario02,1258,-602.36,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1680,Scenario02,726,-616.16,16.00,True,False,False,True,none,0,wall_collision,static.vegetation
1681,Scenario02,883,-599.70,20.00,True,False,False,True,none,0,wall_collision,static.fence
1682,Scenario02,1108,-902.51,28.00,True,False,True,False,right_two_a,0,right_two_a,static.prop.container
1683,Scenario02,1348,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1684,Scenario02,674,-599.79,14.00,True,False,False,True,none,0,wall_collision,static.fence
1685,Scenario02,974,-613.11,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1686,Scenario02,974,-599.73,18.00,True,False,False,True,none,0,wall_collision,static.fence
1687,Scenario02,1080,-599.14,24.00,True,False,False,True,none,0,wall_collision,static.fence
1688,Scenario02,1097,-903.84,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1689,Scenario02,1102,-901.29,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
1690,Scenario02,1179,-602.50,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1691,Scenario02,1177,-599.61,26.00,True,False,False,True,none,0,wall_collision,static.fence
1692,Scenario02,1169,-899.10,27.00,True,True,False,False,right_two_b,2,right_two_b,walker.pedestrian.0003
1693,Scenario02,1032,-910.11,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1694,Scenario02,1154,-909.52,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
1695,Scenario02,1195,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0014
1696,Scenario02,1268,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0001
1697,Scenario02,1018,-612.30,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1698,Scenario02,1124,-604.46,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1699,Scenario02,1208,-603.96,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1700,Scenario02,1078,-907.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0011
1701,Scenario02,548,-619.85,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1702,Scenario02,1132,-606.12,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1703,Scenario02,1150,-899.60,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0004
1704,Scenario02,685,-619.33,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1705,Scenario02,579,-618.10,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1706,Scenario02,1156,-902.46,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0003
1707,Scenario02,747,-617.93,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1708,Scenario02,1086,-900.89,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0012
1709,Scenario02,625,-618.30,15.00,True,False,False,True,none,0,wall_collision,static.vegetation
1710,Scenario02,986,-604.95,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
1711,Scenario02,1012,-908.82,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0008
1712,Scenario02,1212,-902.23,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0002
1713,Scenario02,1166,-901.86,27.00,True,True,False,False,right_two_a,2,right_two_a,walker.pedestrian.0013
1714,Scenario02,1148,-603.12,28.00,True,False,True,False,none,0,blocker_collision,static.prop.container
